Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index,Predicted Performance Index (rounded)
6,76,Yes,4,6,64.13145977352733,64
2,88,Yes,4,8,65.29987499460137,65
3,75,Yes,6,1,54.51479406194516,55
6,68,Yes,6,4,56.56428119475729,57
9,87,No,4,1,82.32961413549694,82
3,70,Yes,5,2,49.136190379140466,49
3,46,Yes,4,6,25.00834975454118,25
8,81,No,7,9,76.40111095046095,76
7,49,Yes,6,4,40.082696068474725,40
6,73,No,7,4,61.546677494157755,62
7,48,Yes,9,8,41.31422842440977,41
1,76,Yes,7,1,50.29739094174277,50
9,92,Yes,5,3,88.89531912695816,89
7,42,Yes,5,3,32.27260254033505,32
6,53,Yes,5,7,41.40091006103463,41
7,89,Yes,9,2,81.8667666320622,82
1,97,No,5,4,70.70264087471591,71
2,67,No,8,7,45.074650209511184,45
1,48,No,7,2,21.396583200415,21
4,90,Yes,4,8,73.05756239621272,73
6,73,Yes,8,1,62.03365787228156,62
1,58,Yes,6,3,31.882232002643796,32
3,57,No,7,6,37.071314616759544,37
1,63,No,9,1,37.44162125410954,37
7,47,No,7,1,37.34577183445507,37
7,67,No,9,1,58.678640576234734,59
8,45,Yes,7,5,39.55537600116714,40
4,88,No,9,0,71.27690058501054,71
7,44,No,5,4,33.912438039639646,34
7,54,No,5,9,45.08126985974915,45
3,54,No,8,3,33.91029980610278,34
3,67,No,7,9,47.84469947424288,48
3,62,No,4,4,40.30731498886829,40
4,48,No,7,0,29.583603016142632,30
8,69,No,4,6,62.133023338231645,62
9,55,Yes,4,2,50.54458235818614,51
3,40,No,7,6,19.764950113734535,20
9,98,Yes,9,1,96.55288064184137,97
9,57,No,5,0,52.07746737089722,52
9,97,Yes,9,1,95.53485920048695,96
7,88,No,8,2,79.76859436864476,80
2,84,Yes,8,6,62.777222095940424,63
4,60,Yes,4,8,42.51691915558035,43
8,85,No,5,8,79.30303331987409,79
2,85,No,7,7,62.91281619654489,63
7,64,Yes,4,7,54.9737482180387,55
3,85,No,8,0,64.87579404415033,65
4,56,Yes,5,0,37.349265497003806,37
3,85,No,8,0,64.87579404415033,65
5,84,Yes,5,9,70.49419944619629,70
4,93,Yes,7,1,76.18622222312155,76
8,43,No,5,5,35.95296233904957,36
6,86,Yes,4,4,73.91622722444527,74
9,63,Yes,8,7,61.62225112496967,62
2,62,No,8,9,40.379989965365276,40
8,70,No,8,5,64.89820112765582,65
7,52,No,8,1,42.92209899857286,43
3,46,Yes,9,9,28.032619985208974,28
1,83,Yes,6,9,58.51910892438254,59
9,67,Yes,6,7,64.7218969756959,65
9,57,No,8,3,54.12929768687359,54
5,40,Yes,4,5,24.42414214400415,24
6,89,Yes,7,8,79.21984534579798,79
5,90,No,5,1,74.42660937910085,74
7,72,No,4,3,61.73309495890438,62
1,92,No,8,0,66.28029961472868,66
6,44,No,6,7,32.13100618147333,32
9,79,No,6,5,75.94877644460539,76
9,52,No,9,5,49.920857400073395,50
7,81,Yes,8,7,74.22499255044656,74
4,82,Yes,8,8,66.85827069476028,67
3,56,Yes,7,9,37.24039448406166,37
7,74,No,9,1,65.80479066571561,66
3,74,Yes,4,1,52.52433270589932,53
2,57,Yes,7,1,33.8158058154602,34
6,89,Yes,7,0,77.63805749529337,78
1,85,Yes,5,2,58.684867480554125,59
6,66,Yes,4,4,53.555798397357044,54
9,40,No,5,8,36.352890718376834,36
2,60,No,4,5,35.60817332802129,36
5,88,No,6,9,74.45857430424235,74
4,64,No,9,1,47.042109473817725,47
9,96,No,8,3,93.83213389969563,94
4,41,Yes,8,7,24.92166811791631,25
2,87,No,9,5,65.52585203131898,66
5,99,Yes,9,3,86.52306000801687,87
6,93,Yes,8,2,82.59181018068287,83
5,53,Yes,6,3,38.23541383367678,38
4,89,No,7,8,72.90426996217812,73
9,41,Yes,6,2,37.2647220939158,37
6,73,Yes,6,2,61.2589414389032,61
3,74,No,7,3,53.78450867584531,54
6,93,No,6,7,82.0140568078395,82
8,54,Yes,5,9,48.536022983917725,49
9,51,No,9,0,47.914218552153606,48
3,92,No,7,9,73.29523550810316,73
2,77,Yes,8,6,55.651072006459536,56
4,81,Yes,7,0,63.772241445555544,64
2,42,No,9,2,19.121716726431224,19
1,69,Yes,5,1,42.19880093757046,42
6,55,No,5,1,41.656681191147676,42
3,97,Yes,9,0,78.1722021624663,78
1,67,Yes,7,7,42.32153885743151,42
3,84,Yes,5,3,63.58621403941532,64
7,57,Yes,5,1,47.14747719802508,47
6,69,Yes,6,5,57.780026117424775,58
3,41,No,8,7,21.466914993747743,21
5,99,Yes,7,4,85.74834357463851,86
7,93,Yes,7,8,86.15275337066686,86
6,94,Yes,9,2,84.09605157938299,84
2,62,No,4,9,38.43511013598242,38
6,80,No,8,4,69.15904754098435,69
8,85,No,6,0,78.2074654267152,78
3,81,No,9,9,63.069439567896076,63
5,66,No,7,5,51.75742862653869,52
8,74,Yes,8,1,68.7733238325385,69
5,46,No,5,9,31.215453810011333,31
3,97,Yes,6,0,76.71354229042916,77
6,90,Yes,6,8,79.75164682980665,80
5,50,No,5,5,34.49664565017668,34
5,49,No,7,5,34.451064123513696,34
6,60,No,6,1,47.23300835526546,47
3,98,No,8,1,78.30779626307074,78
5,75,No,8,7,61.80128851870027,62
3,68,Yes,5,3,47.29787097774473,47
4,49,No,4,6,30.329305473338373,30
4,94,No,5,1,75.63787288506722,76
4,79,No,5,6,61.35616867131643,61
8,52,Yes,6,9,46.98620005855461,47
3,61,No,8,6,41.629620339522894,42
4,77,No,7,1,59.30394829673366,59
7,84,No,7,0,74.81484168325525,75
1,97,Yes,9,8,74.03234549406838,74
2,61,Yes,5,1,36.91545166618642,37
2,70,Yes,4,1,45.59142468103041,46
5,47,No,4,9,31.74725529402003,32
4,44,Yes,6,7,27.003292527288117,27
2,81,No,4,7,57.38207055909009,57
2,59,No,8,3,36.139584753423584,36
9,68,Yes,4,8,64.96520198367196,65
5,66,No,6,5,51.27120866919298,51
1,64,Yes,6,3,37.99036065077026,38
3,73,Yes,5,9,53.57431907239525,54
3,72,No,7,9,52.93480668101494,53
2,50,Yes,7,5,27.480549651231634,27
3,97,No,4,5,76.13578891758578,76
7,57,No,8,2,48.20992968665799,48
3,86,Yes,4,8,66.12465437134378,66
7,80,Yes,9,9,74.08863802906401,74
7,98,No,4,4,88.39937591543216,88
9,68,Yes,7,7,66.22613837439602,66
5,68,No,9,6,54.96363490525203,55
5,99,Yes,6,4,85.26212361729279,85
3,65,Yes,4,0,43.16441625239654,43
8,58,Yes,5,3,51.42176786145691,51
6,41,Yes,9,1,29.943191706286093,30
5,40,Yes,8,5,26.369021973387007,26
2,66,No,9,5,44.147401762876335,44
4,93,No,4,9,75.71541933687172,76
8,84,No,9,2,79.04355082002408,79
1,91,Yes,9,5,67.33104640200267,67
9,80,Yes,5,4,76.87678531201831,77
6,56,Yes,8,9,46.30908121976116,46
4,70,No,8,7,53.85035905247694,54
1,61,Yes,7,7,36.213410209305046,36
9,92,Yes,4,5,88.80454613223861,89
4,67,No,9,3,50.49162076050711,50
9,77,Yes,9,8,76.55849474259023,77
3,82,Yes,5,1,61.15472419408034,61
7,64,Yes,4,7,54.9737482180387,55
8,75,No,4,1,67.25253457979272,67
7,98,Yes,7,5,90.64969013349969,91
3,50,No,7,8,30.34061148990481,30
8,69,No,9,5,64.36639964364713,64
4,53,Yes,9,1,36.437804483636505,36
5,88,No,5,8,73.77463086558356,74
5,92,Yes,7,8,79.41308741040993,79
6,72,Yes,4,2,59.26848008285736,59
1,80,No,5,4,53.39627637169091,53
4,58,Yes,9,9,43.10969954091318,43
9,95,No,5,7,92.1463465115564,92
4,64,Yes,8,9,48.73160823169393,49
8,65,No,4,8,58.456384535440144,58
5,72,Yes,8,7,59.34115505935433,59
9,43,No,6,5,39.30000455584655,39
8,90,Yes,6,8,85.47329134870918,85
5,44,Yes,9,1,30.13643377089806,30
1,61,Yes,4,1,33.56840944938944,34
8,57,Yes,7,6,51.96935677873315,52
3,90,Yes,8,2,70.95527907826585,71
8,86,Yes,5,8,80.9149856259458,81
8,53,Yes,4,5,46.24088765996529,46
8,63,No,5,6,56.51111464745089,57
1,60,No,6,1,32.92889705800915,33
6,64,Yes,6,8,53.283089354591944,53
1,58,Yes,8,8,33.84328932390061,34
2,46,Yes,7,9,24.199357811066285,24
4,86,Yes,7,2,69.25779561495375,69
8,47,No,5,0,39.03643069790183,39
1,40,No,9,6,15.015745509523448,15
5,54,No,8,7,40.422838250257605,40
8,65,No,7,3,58.92642700091191,59
2,97,No,5,8,74.35435705941947,74
1,79,No,4,1,51.29886452905155,51
9,97,No,6,9,95.06405631423709,95
3,72,Yes,8,6,53.42178705913873,53
6,62,Yes,8,0,50.63769853606994,51
1,52,Yes,6,3,25.774103354517322,26
5,96,No,7,5,82.29807186717105,82
3,84,No,9,7,65.72805692933318,66
2,86,Yes,7,7,64.52476850261661,65
7,77,No,5,9,68.49576301090062,68
5,80,Yes,6,7,66.51288667549821,67
9,81,Yes,5,1,77.30163630943349,77
2,48,No,7,7,25.24602286643165,25
3,62,No,6,2,40.884307940933574,41
5,65,No,4,9,50.07164123839943,50
6,69,No,9,5,58.64475512474461,59
8,85,No,9,7,81.05018966794387,81
5,58,No,9,5,44.58569701039483,45
5,65,No,9,6,51.90957058118878,52
3,81,Yes,9,3,62.47702954473494,62
1,62,Yes,8,6,37.5199281266921,38
5,88,No,4,4,72.49751698298553,72
5,67,Yes,5,0,51.4083236113536,51
4,40,Yes,7,5,23.021979756590028,23
6,77,Yes,6,6,66.12192112957314,66
4,48,No,8,2,30.465269936114503,30
7,99,Yes,6,2,90.58832117356917,91
1,44,No,8,7,18.799334798908454,19
5,98,No,6,6,84.04561827384723,84
9,64,No,5,5,60.19223486694347,60
5,81,No,5,7,66.45075729478958,66
8,97,No,6,0,90.42372272296814,90
4,64,Yes,7,2,46.86132390515669,47
4,48,Yes,5,8,30.786881816673123,31
5,54,Yes,5,9,39.953556205563935,40
9,84,No,4,3,79.67099677405986,80
4,59,Yes,4,4,40.708003788973635,41
6,47,Yes,6,4,35.185830926314644,35
5,96,Yes,6,8,82.99895321848186,83
9,84,No,9,9,83.28843744866688,83
4,72,No,6,7,54.91396202049433,55
2,72,No,8,2,49.17614000971786,49
4,85,Yes,6,8,68.93989510413206,69
2,95,Yes,5,7,72.71452156011489,73
5,93,No,8,5,79.73022750045351,80
4,91,Yes,4,3,73.08696643100174,73
8,46,No,9,2,40.35873604855643,40
8,93,No,8,3,87.91724731618115,88
6,79,No,9,6,69.0226930196018,69
9,60,No,7,4,56.89486553490419,57
5,56,No,8,5,42.063434170340294,42
1,86,No,6,6,60.38607193978924,60
9,57,No,6,3,53.15685777218216,53
2,63,Yes,6,9,41.01950235674557,41
9,63,Yes,4,9,60.07281825821297,60
7,86,Yes,8,6,79.11737627590554,79
8,58,Yes,6,7,52.69888174405492,53
6,81,No,7,3,69.49312554367995,69
6,99,Yes,5,2,87.24127895677219,87
9,44,Yes,4,4,39.741793465913766,40
8,56,No,5,4,48.98951759534385,49
5,89,No,7,0,74.18330437112476,74
7,78,No,6,5,69.20911048434843,69
2,85,Yes,8,5,63.597520055981754,64
7,47,No,7,9,38.92755968495968,39
2,40,No,9,8,18.272014731600855,18
6,41,No,9,3,29.74470780419493,30
8,43,No,5,9,36.743856264301876,37
6,87,Yes,5,3,75.22274514183232,75
7,42,Yes,9,8,35.2060997762833,35
3,45,Yes,9,2,25.630534174663026,26
3,60,Yes,8,1,40.216912356320414,40
5,99,Yes,9,3,86.52306000801687,87
4,67,No,6,8,50.02157829503535,50
3,93,No,5,6,72.74764659082695,73
4,77,No,4,5,58.63618234994882,59
6,82,No,5,9,70.72504795822141,71
6,75,No,4,6,62.51950746745559,63
6,79,No,5,1,66.08919578365357,66
9,78,Yes,4,1,73.76135202802453,74
1,65,No,8,1,38.991444179472644,39
6,64,Yes,4,4,51.51975551464822,52
5,56,No,8,0,41.07481676377491,41
8,76,Yes,5,1,69.35070684321016,69
2,61,Yes,7,7,39.074232468756314,39
3,61,No,6,1,39.66856301826609,40
7,53,Yes,5,1,43.07539143260744,43
4,65,Yes,8,7,49.3541827104222,49
5,61,Yes,9,4,48.035968717862296,48
1,69,No,8,8,44.44759431408183,44
3,55,No,5,7,34.26055530067236,34
9,77,No,4,0,71.95167624063973,72
8,45,Yes,4,0,37.10809872256461,37
8,43,Yes,7,0,36.53071571189293,37
8,45,Yes,7,5,39.55537600116714,40
9,65,No,7,4,61.98497274167624,62
8,50,No,7,9,44.8424462684742,45
3,80,No,6,1,59.01097040399991,59
1,48,No,8,3,22.080526639073796,22
5,90,Yes,4,8,75.91838465566397,76
1,57,Yes,6,1,30.468763598663237,30
5,56,Yes,7,6,42.36886855902495,42
6,40,No,5,2,26.584083052144585,27
5,76,No,5,2,60.37203268145215,60
9,87,Yes,5,9,84.99155280806457,85
8,95,No,9,6,91.03268060017493,91
4,95,Yes,5,8,78.63388956033049,79
1,65,No,9,0,39.27994065550528,39
3,96,No,8,7,77.45809426824039,77
8,96,Yes,4,1,89.22491571295268,89
4,69,Yes,4,1,50.29504775857853,50
6,49,No,5,5,36.339446468273515,36
9,78,No,7,1,74.62608103534436,75
8,46,Yes,7,7,40.9688444051477,41
7,74,Yes,5,7,65.64018258892852,66
5,59,Yes,8,9,46.50232328437314,47
6,65,Yes,4,1,51.94460651206341,52
6,65,Yes,6,5,53.707940352007135,54
8,82,Yes,6,5,76.73594937393466,77
7,74,No,9,2,66.0025141470287,66
6,74,No,6,6,62.473925940792604,62
8,72,Yes,7,2,66.44878447379702,66
3,72,Yes,4,1,50.48828982319049,50
5,51,Yes,5,1,35.31770403099609,35
4,65,Yes,7,7,48.86796275307649,49
2,53,Yes,5,9,30.353067985855738,30
9,89,No,9,3,87.19220376756047,87
4,98,Yes,9,7,83.4351102324635,83
2,85,No,6,3,61.63570231394687,62
5,82,No,9,5,69.01821160290072,69
3,85,No,7,6,65.57591497468306,66
2,98,No,7,1,74.96075404627379,75
2,94,Yes,8,9,73.55060695342377,74
5,74,No,9,4,60.67631659075234,61
1,98,Yes,9,3,74.0617495288574,74
9,78,No,8,9,76.69408884319469,77
9,88,No,8,2,85.49023888754726,85
4,80,Yes,9,1,63.92438340020562,64
4,77,No,9,2,60.474111692738155,60
9,70,No,9,9,69.03613726970511,69
2,98,No,7,9,76.5425418967784,77
8,87,Yes,4,9,81.64451059126759,82
1,48,Yes,8,5,23.069904466417256,23
3,46,No,5,8,25.296085809795727,25
9,52,No,9,7,50.31630436269955,50
1,49,Yes,4,2,21.549875634449585,22
